instance_id	sample_id	oncotree_code	n_spots_in_tls	st_technology	GC_score	Tfh_score	Plasma_score	HEV_score	Suppressive	Myeloid_supp	Cytotoxic	Neighbor_TGFB1	Neighbor_VEGFA	Neighbor_CD8A	Neighbor_tumor_fraction	Neighbor_myeloid_fraction
MEND156_9	MEND156	PRAD	95	Visium	0.088497	-0.550012	-0.186862	0.108477	-0.843386	-0.018396	-0.365812	-1.309871	0.798395	-0.319594	0.214118	-0.775153
MEND157_0	MEND157	PRAD	6	Visium	-0.799156	-0.550012	-0.147623	-0.016946	-1.081709	0.081628	-0.62463	-1.402934	1.59832	-0.375516	-0.609206	-1.254765
MEND157_1	MEND157	PRAD	8	Visium	-0.234397	-0.275368	-0.050501	-0.774865	-1.081709	0.453576	0.171373	-1.250422	2.995269	-0.11587	0.634651	-1.026027
MEND157_2	MEND157	PRAD	13	Visium	-0.799156	-0.550012	-0.858946	-0.774865	-1.081709	-0.421825	-0.62463	-1.617598	-0.712198	-0.659962	-2.357641	-1.646691
MEND157_3	MEND157	PRAD	21	Visium	-0.275964	-0.550012	-0.20988	-0.272067	-0.857263	-0.206291	-0.201571	-1.368811	1.482231	-0.45338	-0.71725	-1.330837
MEND157_4	MEND157	PRAD	8	Visium	-0.441348	-0.550012	-0.315589	-0.39276	-1.081709	0.013411	0.360811	-1.064843	0.275352	-0.26601	-1.146733	-0.747214
MEND158_0	MEND158	PRAD	8	Visium	-0.799156	-0.550012	-0.858946	-0.774865	-1.081709	-0.421825	-0.62463	-1.617598	-1.213004	-0.659962	-2.387318	-1.631935
MEND158_1	MEND158	PRAD	8	Visium	-0.799156	-0.550012	-0.560642	-0.188741	-0.783339	-0.421825	-0.62463	-1.262335	0.786227	-0.244069	0.423099	-1.290494
MEND159_0	MEND159	PRAD	22	Visium	-0.799156	-0.550012	-0.858946	-0.394002	-1.081709	-0.421825	-0.62463	-1.443662	-1.201666	-0.659962	-1.13088	-1.503794
MEND159_1	MEND159	PRAD	15	Visium	-0.799156	-0.550012	-0.858946	-0.774865	-1.081709	-0.421825	-0.62463	-1.480989	-0.945038	-0.659962	-1.447629	-1.247479
MEND159_10	MEND159	PRAD	34	Visium	-0.532727	-0.550012	-0.858946	-0.25614	-1.081709	-0.421825	-0.62463	-1.490202	-1.0257	-0.659962	-1.061042	-1.486609
MEND159_11	MEND159	PRAD	100	Visium	-0.769752	-0.550012	-0.858946	-0.558353	-1.081709	-0.396949	-0.62463	-1.490202	-1.0257	-0.659962	-1.061042	-1.486609
MEND159_12	MEND159	PRAD	75	Visium	-0.546522	-0.550012	-0.837027	-0.013856	-1.055687	-0.421825	-0.62463	-1.490202	-1.0257	-0.659962	-1.061042	-1.486609
MEND159_13	MEND159	PRAD	40	Visium	-0.290722	-0.550012	-0.738491	0.11422	-1.029856	-0.314208	-0.514193	-1.490202	-1.0257	-0.659962	-1.061042	-1.486609
MEND159_14	MEND159	PRAD	78	Visium	-0.692857	-0.550012	-0.823165	-0.626496	-0.981752	-0.421825	-0.62463	-1.490202	-1.0257	-0.659962	-1.061042	-1.486609
MEND159_15	MEND159	PRAD	68	Visium	-0.577149	-0.550012	-0.849348	-0.636238	-1.081709	-0.421825	-0.62463	-1.490202	-1.0257	-0.659962	-1.061042	-1.486609
MEND159_16	MEND159	PRAD	74	Visium	-0.390488	-0.550012	-0.637659	0.038041	-0.867649	0.130625	-0.558367	-1.490202	-1.0257	-0.659962	-1.061042	-1.486609
MEND159_17	MEND159	PRAD	22	Visium	-0.635701	-0.550012	-0.858946	-0.539616	-1.081709	-0.421825	-0.62463	-1.490202	-1.0257	-0.659962	-1.061042	-1.486609
MEND159_18	MEND159	PRAD	36	Visium	-0.799156	-0.550012	-0.841677	-0.483842	-1.081709	-0.421825	-0.551586	-1.490202	-1.0257	-0.659962	-1.061042	-1.486609
MEND159_19	MEND159	PRAD	29	Visium	-0.585682	-0.550012	-0.845127	-0.568645	-1.081709	-0.421825	-0.62463	-1.490202	-1.0257	-0.659962	-1.061042	-1.486609
MEND159_2	MEND159	PRAD	72	Visium	-0.676432	-0.489518	-0.858946	-0.650171	-1.040838	-0.361777	-0.62463	-1.542902	-1.011927	-0.57583	-1.39441	-1.526654
MEND159_20	MEND159	PRAD	26	Visium	-0.517649	-0.550012	-0.858946	-0.30842	-0.984226	-0.421825	-0.62463	-1.527769	-1.139651	-0.659962	-1.247544	-1.576462
MEND159_3	MEND159	PRAD	40	Visium	-0.624181	-0.550012	-0.816312	-0.109269	-0.998103	-0.271412	-0.55828	-1.424336	-0.963177	-0.659962	-0.715932	-1.321332
MEND159_4	MEND159	PRAD	152	Visium	-0.657856	-0.534796	-0.796477	-0.428311	-1.038742	-0.358294	-0.62463	-1.490202	-1.0257	-0.659962	-1.061042	-1.486609
MEND159_5	MEND159	PRAD	108	Visium	-0.72455	-0.550012	-0.844016	-0.358734	-1.017388	-0.360695	-0.60137	-1.490202	-1.0257	-0.659962	-1.061042	-1.486609
MEND159_6	MEND159	PRAD	70	Visium	-0.65699	-0.550012	-0.830948	-0.028254	-1.081709	-0.389447	-0.62463	-1.490202	-1.0257	-0.659962	-1.061042	-1.486609
MEND159_7	MEND159	PRAD	87	Visium	-0.58125	-0.550012	-0.812008	-0.302542	-1.061951	-0.321894	-0.603061	-1.490202	-1.0257	-0.659962	-1.061042	-1.486609
MEND159_8	MEND159	PRAD	65	Visium	-0.562749	-0.550012	-0.823511	-0.058264	-0.990674	-0.421825	-0.62463	-1.490202	-1.0257	-0.659962	-1.061042	-1.486609
MEND159_9	MEND159	PRAD	40	Visium	-0.737959	-0.550012	-0.847921	0.364553	-0.964693	-0.421825	-0.62463	-1.490202	-1.0257	-0.659962	-1.061042	-1.486609
MEND160_0	MEND160	PRAD	1	Visium	-0.799156	-0.550012	-0.858946	-0.774865	-1.081709	-0.421825	-0.62463	-1.617598	-0.592279	-0.659962	-0.659586	-1.501446
MEND160_1	MEND160	PRAD	17	Visium	-0.799156	-0.550012	-0.790388	-0.774865	-1.081709	-0.421825	-0.62463	-1.617598	-1.09557	-0.659962	-2.45746	-1.632736
MEND160_2	MEND160	PRAD	8	Visium	-0.414437	-0.550012	-0.464729	-0.40779	-1.081709	0.069047	-0.62463	-1.522199	-0.06801	-0.465592	-0.550234	-1.154499
MEND160_3	MEND160	PRAD	17	Visium	-0.265587	-0.550012	-0.098753	-0.428284	-0.955739	-0.421825	-0.503399	-1.524949	-0.729443	-0.497228	-0.758073	-1.302428
MEND160_4	MEND160	PRAD	8	Visium	-0.102317	-0.550012	-0.386938	0.268901	-0.705901	0.081656	-0.261985	-1.480704	-1.003935	-0.659962	-1.021309	-1.352596
MEND160_5	MEND160	PRAD	11	Visium	-0.799156	-0.550012	-0.804941	-0.774865	-1.081709	-0.421825	-0.62463	-1.469218	-0.985971	-0.659962	-0.967172	-1.496142
MEND160_6	MEND160	PRAD	7	Visium	-0.438146	-0.550012	-0.72021	-0.321514	-1.081709	-0.421825	-0.62463	-1.617598	-0.680801	-0.659962	-0.648073	-1.542433
MEND160_7	MEND160	PRAD	15	Visium	-0.033894	-0.550012	-0.590482	0.194455	-1.081709	-0.200987	-0.458723	-1.354665	-0.139355	-0.474319	-0.830029	-0.86398
MEND160_8	MEND160	PRAD	79	Visium	-0.57584	-0.550012	-0.280048	-0.229056	-0.944354	-0.131801	-0.53095	-1.397232	-0.687627	-0.587758	-0.883115	-1.117687
MEND161_0	MEND161	PRAD	6	Visium	0.773953	-0.550012	-0.032593	0.860129	-0.820919	-0.064556	0.314055	-0.747388	2.58331	0.135684	0.571354	-0.896334
MEND161_1	MEND161	PRAD	6	Visium	-0.140444	-0.104806	-0.020314	0.813371	-0.810993	0.503512	1.031216	-0.830041	2.09175	0.562625	0.103862	-0.833037
MEND37_0	MEND37	SKCM	8	Visium	-0.006135	-0.550012	-0.228846	-0.396674	-0.341103	1.068438	-0.62463	-0.42166	-0.438889	-0.440241	-2.393962	-0.395972
MEND39_0	MEND39	SKCM	6	Visium	2.174941	-0.050398	0.095076	0.078936	-0.598223	1.911722	-0.62463	-0.463469	0.468341	-0.022324	-2.323905	-0.155304
MEND61_1	MEND61	PRAD	5	Visium	0.08398	-0.550012	-0.561667	0.522762	-1.081709	-0.421825	0.158829	-1.222612	0.093832	-0.476901	0.255057	-1.168417
MEND61_2	MEND61	PRAD	6	Visium	0.821755	-0.550012	-0.788461	0.671883	-1.081709	-0.421825	-0.293049	-1.524416	0.072296	-0.659962	0.36838	-1.492783
MEND61_3	MEND61	PRAD	19	Visium	-0.352187	-0.408155	-0.531049	0.298583	-0.835183	-0.271471	-0.490909	-1.282952	0.25366	-0.659962	0.076383	-1.294835
MEND63_0	MEND63	GBM	6	Visium	5.317729	1.366926	-0.805168	-0.774865	0.326113	-0.421825	-0.62463	-0.687452	0.529698	-0.559119	-2.025851	-0.966717
MISC19_4	MISC19	LUAD	6	Visium	-0.799156	-0.550012	0.619441	-0.193869	-1.081709	0.427734	-0.62463	-1.617598	-1.108422	0.600879	-2.139546	-0.500954
MISC26_2	MISC26	LUSC	20	Visium	-0.339108	-0.550012	1.723529	1.424527	-0.813749	0.606549	-0.337256	-0.810145	-0.917891	-0.376672	-1.352157	0.541501
MISC26_3	MISC26	LUSC	9	Visium	1.786837	-0.550012	2.416559	2.502959	-0.82713	0.210074	0.021244	-0.768365	-0.277575	-0.276376	0.119937	1.065816
MISC29_0	MISC29	LUSC	4	Visium	0.658368	-0.550012	0.573531	0.785593	-1.081709	-0.421825	-0.62463	-1.617598	-0.549227	-0.659962	-0.542172	-0.750556
MISC29_1	MISC29	LUSC	14	Visium	-0.799156	-0.550012	0.41254	-0.774865	-1.081709	-0.421825	-0.62463	-1.541996	-0.934845	-0.659962	-1.324377	-0.652451
MISC29_2	MISC29	LUSC	1	Visium	-0.799156	-0.550012	-0.056679	-0.774865	-1.081709	-0.421825	-0.62463	-1.617598	-0.77993	-0.659962	-0.854875	-0.629211
MISC29_3	MISC29	LUSC	115	Visium	0.025974	-0.518147	1.539175	-0.080221	-1.02829	-0.386304	-0.601483	-1.490018	-0.248462	-0.589723	-0.532442	-0.620223
MISC29_4	MISC29	LUSC	30	Visium	0.161744	-0.550012	1.073208	-0.194533	-1.081709	-0.421825	-0.528002	-1.490018	-0.248462	-0.589723	-0.532442	-0.620223
MISC29_5	MISC29	LUSC	14	Visium	-0.60097	-0.550012	0.402037	0.150586	-1.081709	-0.421825	-0.62463	-1.495817	0.17576	-0.659962	0.023665	-0.648112
MISC29_7	MISC29	LUSC	6	Visium	0.272438	-0.550012	0.764549	0.64742	-0.716416	0.078607	-0.62463	-1.477784	-0.482609	-0.414471	-1.911687	-0.784881
MISC32_0	MISC32	LUSC	18	Visium	0.160536	-0.550012	0.489241	2.099541	-0.728459	-0.165301	-0.62463	-1.436974	-0.909316	-0.659962	-1.907086	-0.159204
NCBI571_0	NCBI571	PAAD	42	Visium	3.232077	1.136445	2.087643	7.963215	1.12996	2.601464	3.162065	1.38069	-0.126209	5.762955	-0.083186	1.42814
NCBI571_1	NCBI571	PAAD	16	Visium	2.777141	-0.29305	2.284992	4.50409	0.626027	1.331506	1.186549	1.492665	0.567025	4.176772	0.689182	1.193574
NCBI571_2	NCBI571	PAAD	3	Visium	-0.799156	-0.550012	0.771017	0.19139	-1.081709	-0.421825	-0.62463	-0.175299	-0.24928	0.705335	0.683595	0.474136
NCBI572_0	NCBI572	PAAD	10	Visium	1.286315	-0.550012	0.56484	1.681883	0.41744	0.059702	0.031371	0.954349	0.036076	0.186737	1.21574	0.493736
NCBI572_1	NCBI572	PAAD	14	Visium	1.059832	-0.361355	1.234061	0.871203	1.134509	1.007841	0.407478	0.966923	0.03599	0.617111	1.082062	0.729877
NCBI572_2	NCBI572	PAAD	36	Visium	2.332566	-0.337312	0.947467	2.469973	0.925483	0.80796	0.480677	0.846766	0.436575	0.304529	1.205181	0.571658
NCBI572_3	NCBI572	PAAD	11	Visium	2.343744	-0.550012	1.015045	3.310755	1.000969	1.17733	0.103779	1.612363	0.473179	0.772377	0.85388	0.824175
NCBI572_4	NCBI572	PAAD	14	Visium	1.756513	-0.550012	1.13009	2.51715	0.806821	1.072884	0.235866	0.792774	0.363238	1.075969	0.995387	0.69338
NCBI628_0	NCBI628	EPM	24	Visium	-0.451122	-0.550012	-0.858946	-0.368609	-0.805321	-0.115253	-0.522206	-1.12455	-0.885109	0.066276	-2.127637	-0.893127
NCBI628_2	NCBI628	EPM	35	Visium	0.279434	-0.550012	-0.846185	-0.186106	-0.959915	-0.336954	-0.56528	-1.319927	-0.917323	-0.254327	-2.247527	-0.942155
NCBI628_4	NCBI628	EPM	3	Visium	-0.799156	-0.550012	-0.858946	-0.774865	-1.081709	-0.421825	-0.62463	-1.149926	-1.085476	-0.374683	-2.395621	-1.204733
NCBI629_0	NCBI629	EPM	6	Visium	1.51958	-0.550012	-0.858946	-0.774865	-0.629855	-0.421825	-0.62463	-1.120859	0.136878	1.374784	-2.490381	-0.963425
NCBI629_1	NCBI629	EPM	28	Visium	1.430919	-0.37768	-0.84183	-0.442871	-0.47769	-0.421825	-0.62463	-0.98035	0.078539	1.496103	-2.501312	-1.153406
NCBI629_10	NCBI629	EPM	60	Visium	1.598865	-0.418703	-0.843429	-0.519474	-0.79591	-0.375493	-0.587846	-0.9314	0.650905	1.001941	-2.502597	-1.124201
NCBI629_11	NCBI629	EPM	7	Visium	2.142315	0.170233	-0.858946	-0.774865	-0.791863	-0.040591	-0.62463	-0.9314	0.650905	1.001941	-2.502597	-1.124201
NCBI629_2	NCBI629	EPM	21	Visium	0.747912	-0.409483	-0.858946	-0.65067	-0.764486	-0.421825	-0.62463	-1.145912	0.204678	1.871891	-2.50998	-1.249788
NCBI629_3	NCBI629	EPM	6	Visium	2.8207	-0.10348	-0.858946	-0.417954	-0.755059	-0.421825	-0.62463	-1.022732	-0.502303	1.433395	-2.477034	-1.129949
NCBI629_4	NCBI629	EPM	4	Visium	1.700388	-0.550012	-0.858946	-0.774865	-0.6321	-0.421825	-0.62463	-0.991953	-0.223831	1.513204	-2.483372	-0.927415
NCBI629_6	NCBI629	EPM	8	Visium	2.912959	-0.550012	-0.858946	-0.511026	-0.828587	-0.421825	-0.381031	-1.002226	2.841354	-0.015899	-2.499601	-0.832843
NCBI629_7	NCBI629	EPM	124	Visium	1.221225	-0.366053	-0.858946	-0.414496	-0.727352	-0.393725	-0.516901	-0.9314	0.650905	1.001941	-2.502597	-1.124201
NCBI629_8	NCBI629	EPM	62	Visium	1.390335	-0.462004	-0.858946	-0.624152	-0.522612	-0.322704	-0.555279	-0.9314	0.650905	1.001941	-2.502597	-1.124201
NCBI629_9	NCBI629	EPM	68	Visium	1.03589	-0.47087	-0.858946	-0.667833	-0.737963	-0.332133	-0.551938	-0.9314	0.650905	1.001941	-2.502597	-1.124201
NCBI631_0	NCBI631	EPM	2	Visium	0.765273	-0.550012	-0.858946	-0.774865	-1.081709	-0.421825	-0.62463	-1.022571	1.633063	-0.659962	-2.50998	-0.850659
NCBI633_0	NCBI633	EPM	16	Visium	0.690279	0.129022	-0.858946	-0.075093	-0.677612	-0.421825	-0.62463	-1.278672	-0.89182	-0.209164	-2.409883	-0.875988
NCBI633_1	NCBI633	EPM	18	Visium	0.261638	0.135313	-0.831028	-0.774865	-0.805453	-0.421825	-0.62463	-1.457035	-1.04338	-0.255077	-2.501997	-1.131131
NCBI633_2	NCBI633	EPM	9	Visium	0.671234	-0.550012	-0.858946	-0.524298	-0.570858	-0.071613	-0.62463	-1.34409	-0.573743	-0.15722	-2.502611	-1.272567
NCBI633_3	NCBI633	EPM	9	Visium	0.624513	-0.273447	-0.858946	-0.463758	-1.081709	-0.421825	-0.62463	-1.617598	-1.128754	-0.46425	-2.485858	-1.322568
NCBI633_4	NCBI633	EPM	16	Visium	0.632462	-0.550012	-0.858946	-0.173758	-1.081709	-0.421825	-0.62463	-1.210764	-0.217631	0.4663	-2.504312	-1.05091
NCBI633_6	NCBI633	EPM	2	Visium	2.458408	-0.550012	-0.858946	-0.774865	-1.081709	1.013335	-0.62463	-1.287002	-0.140619	-0.659962	-2.50998	-1.042617
NCBI637_2	NCBI637	EPM	15	Visium	1.399941	-0.550012	-0.829163	-0.633129	-0.766159	-0.421825	-0.62463	-1.254359	-0.525254	-0.247661	-2.478876	-1.256238
NCBI637_3	NCBI637	EPM	3	Visium	-0.799156	-0.550012	-0.858946	-0.774865	-1.081709	-0.421825	-0.62463	-1.045798	1.011982	-0.659962	-2.499535	-0.630131
NCBI637_4	NCBI637	EPM	12	Visium	1.999343	-0.550012	-0.781605	-0.056926	-0.238344	-0.199538	-0.62463	-0.866664	-0.580912	0.066103	-2.483242	-0.754555
NCBI637_6	NCBI637	EPM	4	Visium	3.190883	-0.550012	-0.858946	-0.285639	-1.081709	-0.421825	-0.62463	-1.154955	0.306911	0.116117	-2.492545	-1.185897
NCBI637_7	NCBI637	EPM	15	Visium	2.167207	-0.074511	-0.711261	-0.112767	-0.502487	-0.249414	-0.62463	-0.929402	0.507342	0.330473	-2.438068	-0.293985
NCBI637_8	NCBI637	EPM	6	Visium	1.107667	-0.550012	-0.790114	0.63564	0.155803	-0.421825	-0.62463	-1.284127	0.912255	-0.476192	-2.487947	-0.57003
NCBI637_9	NCBI637	EPM	8	Visium	1.108059	-0.220497	-0.858946	0.328301	-0.814471	-0.055723	-0.62463	-0.968923	0.129997	-0.026411	-2.50998	-0.632026
NCBI638_1	NCBI638	EPM	5	Visium	0.364982	-0.550012	-0.577187	-0.774865	-0.610208	0.852776	-0.62463	-0.863505	-0.709813	-0.659962	-2.50998	-0.232681
NCBI638_2	NCBI638	EPM	30	Visium	0.724269	-0.550012	-0.78985	-0.24171	-0.912931	-0.319144	-0.62463	-1.204477	-0.493375	-0.659962	-2.493862	-0.767977
NCBI638_3	NCBI638	EPM	37	Visium	0.210861	-0.475852	-0.467345	-0.43781	-0.629874	-0.236424	-0.503211	-0.861695	-0.334851	-0.659962	-2.483806	-0.189854
NCBI641_0	NCBI641	EPM	17	Visium	4.277781	-0.550012	-0.858946	-0.420237	-0.121066	-0.253851	-0.0455	-0.665033	2.945245	-0.659962	-2.484017	-0.199062
NCBI855_0	NCBI855	BLCA	28	Visium	-0.124432	1.18545	2.699392	-0.047377	0.061292	2.196206	2.388545	-0.281378	-0.985748	2.56681	-2.263067	0.654021
NCBI855_1	NCBI855	BLCA	9	Visium	-0.387348	0.85327	2.084951	-0.364424	0.057612	1.154107	0.886797	-0.566112	-1.167016	1.812276	-2.348805	-0.501745
NCBI855_3	NCBI855	BLCA	2	Visium	2.2691	-0.550012	2.877499	1.830037	0.167843	3.586175	2.08319	-1.091103	-0.70663	-0.077622	-2.390413	-1.032891
SPA0_0	SPA0	IDC	1	Spatial Transcriptomics	-0.799156	-0.550012	-0.858946	-0.774865	2.15238	-0.421825	-0.62463	-1.221124	-1.274969	-0.659962	-0.139371	-1.399918
SPA100_0	SPA100	IDC	6	Spatial Transcriptomics	-0.799156	0.993869	-0.041158	2.593919	0.193139	0.109385	0.87224	0.411506	0.342671	-0.659962	0.974101	1.421058
SPA100_1	SPA100	IDC	2	Spatial Transcriptomics	-0.799156	-0.550012	-0.858946	0.581545	-1.081709	-0.421825	-0.62463	-1.420508	0.334391	0.167593	0.638239	0.850998
SPA100_10	SPA100	IDC	7	Spatial Transcriptomics	-0.430626	1.131834	-0.721757	1.044995	-0.703713	0.490538	0.342066	-0.837536	1.067828	1.148395	1.223301	0.964969
SPA100_11	SPA100	IDC	1	Spatial Transcriptomics	-0.799156	-0.550012	-0.858946	-0.774865	-1.081709	2.838678	-0.62463	-0.531721	1.798939	0.104208	1.268648	0.765766
SPA100_12	SPA100	IDC	7	Spatial Transcriptomics	-0.438521	0.282493	-0.492747	-0.071614	-0.44404	0.531796	0.32797	-0.616294	0.856718	1.330043	1.173013	1.419794
SPA100_13	SPA100	IDC	4	Spatial Transcriptomics	-0.139405	-0.550012	-0.489901	-0.774865	-1.081709	0.393818	-0.62463	-0.381191	1.499694	1.889473	1.299032	1.326639
SPA100_14	SPA100	IDC	6	Spatial Transcriptomics	-0.03753	-0.550012	-0.591366	0.448565	0.149302	0.110274	0.088915	-0.363193	1.230159	0.23578	1.219909	1.079109
SPA100_15	SPA100	IDC	1	Spatial Transcriptomics	-0.799156	-0.550012	-0.348674	1.807121	-1.081709	-0.421825	2.061987	0.987245	0.595226	0.265266	0.877709	1.626907
SPA100_16	SPA100	IDC	10	Spatial Transcriptomics	0.225251	0.847521	-0.298762	0.720832	1.32453	-0.136684	1.234087	-0.388369	1.079195	0.276575	1.118951	1.277529
SPA100_2	SPA100	IDC	2	Spatial Transcriptomics	-0.799156	-0.550012	-0.858946	-0.774865	-1.081709	-0.421825	-0.62463	-0.429993	0.300776	0.961282	0.796425	0.91386
SPA100_3	SPA100	IDC	1	Spatial Transcriptomics	-0.799156	2.533385	-0.858946	-0.774865	-1.081709	-0.421825	-0.62463	0.049265	0.507083	0.362065	1.037551	0.403008
