instance_id	sample_id	oncotree_code	n_spots_in_tls	st_technology	GC_score	Tfh_score	Plasma_score	HEV_score	Suppressive	Myeloid_supp	Cytotoxic	Neighbor_TGFB1	Neighbor_VEGFA	Neighbor_CD8A	Neighbor_tumor_fraction	Neighbor_myeloid_fraction	log_area_um2	circularity	convexity	Grad_GC	Grad_Tfh	Grad_Plasma	Grad_HEV	Grad_Suppressive	Grad_Myeloid_supp	Grad_Cytotoxic
MEND154_3	MEND154	PRAD	9	Visium	0.360418	-0.012251	-0.052448	0.446832	-0.455931	-0.092130	-0.352750	-0.463444	1.718885	-0.256033	0.701006	-0.559468	-1.047960	1.668167	1.536638	1.511755	0.129083	-1.621923	1.103000	-0.598187	2.171276	-0.446254
MEND154_5	MEND154	PRAD	4	Visium	-0.957275	-0.486560	-0.745098	0.518244	-0.700146	-0.536310	-0.489901	-0.393422	-0.579566	-0.360827	-0.077088	-0.213296	-1.182014	0.655244	0.201628	-0.022607	-0.036173	2.404057	3.347189	0.025079	0.032298	0.066094
MEND154_6	MEND154	PRAD	8	Visium	-0.592420	-0.486560	-0.585918	-0.083259	-0.403216	-0.536310	-0.489901	-0.394165	2.319930	-0.598745	0.740665	-0.739260	-0.588106	-0.279204	-1.171240	-0.027035	-0.036173	0.350877	0.468619	-0.009655	0.032298	0.066094
MEND154_7	MEND154	PRAD	11	Visium	0.230664	0.117538	0.017539	0.889888	0.364730	0.513485	-0.066390	-0.129877	1.640839	0.079194	0.134259	0.329184	-0.605915	1.940255	1.703355	0.963218	0.063764	0.472288	-1.341486	-0.845849	2.774869	1.684653
MEND154_8	MEND154	PRAD	10	Visium	-0.747933	-0.486560	-0.474223	-0.081231	-0.700146	-0.536310	-0.349076	-0.535087	0.472978	-0.501008	-0.013075	-0.743062	-0.666128	0.398886	-0.225960	0.485300	-0.036173	-1.026384	0.371320	0.025079	0.032298	0.759349
MEND156_0	MEND156	PRAD	6	Visium	-0.957275	-0.486560	-0.873157	-0.861645	-0.700146	-0.536310	-0.489901	-0.755733	-0.847489	-0.598745	-0.703909	-1.133375	-0.823739	-0.937885	-1.910023	-0.022607	-0.036173	0.002037	-0.069858	0.025079	0.032298	0.066094
MEND156_1	MEND156	PRAD	12	Visium	-0.957275	-0.486560	-0.873157	-0.861645	-0.700146	-0.536310	-0.489901	-0.699722	-0.790361	-0.598745	-0.752774	-0.876320	-0.334461	-1.006985	-1.876353	-0.022607	-0.036173	0.002037	-0.069858	0.025079	0.032298	0.066094
MEND156_10	MEND156	PRAD	24	Visium	-0.225925	-0.486560	-0.135190	-0.440745	-0.490477	-0.384389	-0.418982	-0.473939	0.434794	-0.382029	0.489102	-0.182464	0.290913	-0.204172	0.220735	-0.312014	-0.036173	-1.242910	-0.107676	0.645765	-0.030945	0.576567
MEND156_11	MEND156	PRAD	22	Visium	0.698436	-0.486560	-0.295708	0.488643	-0.037364	-0.137043	0.449168	-0.473939	0.434794	-0.382029	0.489102	-0.182464	0.318236	-0.204172	0.220735	1.034905	-0.036173	1.435697	0.184093	-0.322280	2.774869	-0.143916
MEND156_12	MEND156	PRAD	17	Visium	-0.614220	-0.486560	0.238682	-0.167841	-0.460537	-0.447224	-0.215230	-0.473939	0.434794	-0.382029	0.489102	-0.182464	-0.005934	-0.204172	0.220735	0.268183	-0.036173	-0.318755	-0.162526	-0.231319	-0.084629	-0.837263
MEND156_13	MEND156	PRAD	13	Visium	-0.075512	-0.486560	-0.024444	-0.025497	-0.543440	-0.004461	0.022835	-0.473939	0.434794	-0.382029	0.489102	-0.182464	-0.448973	-0.204172	0.220735	1.137262	-0.036173	1.124330	-0.121206	-0.092323	0.501169	0.574808
MEND156_14	MEND156	PRAD	5	Visium	-0.355280	-0.486560	-0.215784	-0.087017	-0.700146	-0.536310	-0.489901	-0.529221	1.293171	-0.598745	0.124821	-0.564131	-1.184917	-0.460728	-1.777900	1.117836	-0.036173	1.596550	3.347189	0.025079	0.032298	0.066094
MEND156_15	MEND156	PRAD	12	Visium	0.225995	-0.094482	-0.345788	0.454846	0.277087	-0.235309	-0.222258	-0.239151	0.102940	-0.452300	-0.249535	1.012399	-0.714060	0.628342	1.044333	-0.234070	1.720255	1.215831	-0.086746	2.029466	0.149805	0.629650
MEND156_16	MEND156	PRAD	6	Visium	-0.957275	-0.486560	-0.873157	-0.861645	-0.700146	-0.536310	-0.489901	-0.768202	-1.275459	-0.598745	-1.227097	-1.260089	-0.972279	1.916227	0.960763	-0.022607	-0.036173	0.002037	-0.069858	0.025079	0.032298	0.066094
MEND156_17	MEND156	PRAD	31	Visium	-0.486313	-0.486560	0.278093	0.279503	-0.532183	-0.083520	-0.196603	-0.457780	1.832136	-0.438878	0.672266	-0.302505	0.540095	-1.035608	-0.636316	-0.159119	-0.036173	0.652588	0.363084	0.431063	-0.463686	0.365525
MEND156_19	MEND156	PRAD	7	Visium	-0.957275	-0.486560	-0.659115	-0.572450	-0.331772	-0.536310	-0.489901	-0.642035	0.840955	-0.598745	-0.211483	-0.878461	-0.735399	0.152262	-0.040125	-0.022607	-0.036173	-1.981966	0.430497	1.649662	0.032298	0.066094
MEND156_2	MEND156	PRAD	16	Visium	-0.957275	-0.486560	-0.873157	-0.861645	-0.700146	-0.536310	-0.489901	-0.768202	-1.211509	-0.598745	-1.210581	-1.230764	-0.052634	-0.482168	-0.017971	-0.022607	-0.036173	0.002037	-0.069858	0.025079	0.032298	0.066094
MEND156_21	MEND156	PRAD	7	Visium	-0.737727	-0.486560	-0.873157	-0.861645	-0.700146	-0.536310	-0.489901	-0.531790	2.311201	-0.434840	0.438709	-0.670737	-0.407705	0.569585	0.493970	-2.491661	-0.036173	0.002037	-0.069858	0.025079	0.032298	0.066094
MEND156_23	MEND156	PRAD	40	Visium	0.013100	-0.135729	0.143952	-0.237293	-0.461306	-0.201707	-0.294031	-0.503994	1.928642	-0.407142	0.349822	-0.078815	0.838277	0.210215	1.222472	-0.061474	-0.019558	-0.311367	0.132684	-0.270046	0.939993	0.286509
MEND156_3	MEND156	PRAD	18	Visium	-0.185610	-0.293259	-0.699231	0.073172	-0.700146	-0.363689	-0.489901	-0.697828	-0.594025	-0.545188	-0.077602	-0.954709	0.087869	-1.201353	-0.993941	-0.501781	-0.211612	-0.443073	-0.502188	0.025079	1.374928	0.066094
MEND156_4	MEND156	PRAD	36	Visium	-0.893776	-0.486560	-0.594556	-0.597890	-0.700146	-0.482314	-0.489901	-0.668615	-0.185126	-0.558494	-0.269402	-0.569804	0.827287	-0.325217	0.655519	0.076393	-0.036173	-0.299430	-0.118327	0.025079	-0.452322	0.066094
MEND156_5	MEND156	PRAD	46	Visium	-0.475834	-0.330244	-0.664750	-0.007756	-0.573686	-0.212131	-0.382671	-0.672089	-0.458701	-0.534808	-0.224714	-0.660968	1.124619	-1.255255	-1.787661	-0.082337	-0.113871	-0.200916	-0.826787	-0.091796	-0.071092	0.002794
MEND156_6	MEND156	PRAD	71	Visium	0.465126	-0.486560	0.296391	0.047113	-0.312358	-0.041344	-0.071313	-0.341027	-0.162656	-0.260840	0.436024	0.325989	1.507730	-0.467614	0.644437	0.523449	-0.036173	-0.580235	0.792657	-0.240955	-1.367164	0.191266
MEND156_7	MEND156	PRAD	16	Visium	-0.441571	-0.108647	-0.399537	-0.098803	-0.228819	-0.328311	-0.325833	-0.671160	1.180094	-0.598745	0.021384	-0.933988	-0.291774	-0.627377	-0.850095	-1.107595	-0.987002	-0.861596	-0.232474	1.077605	-0.882519	-0.542601
MEND156_8	MEND156	PRAD	121	Visium	-0.526653	-0.403551	-0.540495	-0.320853	-0.492716	-0.349226	-0.449752	-0.473939	0.434794	-0.382029	0.489102	-0.182464	1.975750	-0.204172	0.220735	-0.081404	0.172726	1.066050	0.425631	0.018357	0.354384	0.244234
MEND156_9	MEND156	PRAD	95	Visium	-0.335196	-0.486560	-0.237808	-0.037031	-0.414596	-0.286305	-0.308938	-0.473939	0.434794	-0.382029	0.489102	-0.182464	1.747925	-0.204172	0.220735	-0.206167	-0.036173	-0.186369	0.209727	0.278869	0.367633	0.072635
MEND157_0	MEND157	PRAD	6	Visium	-0.957275	-0.486560	-0.200714	-0.154115	-0.700146	-0.224320	-0.489901	-0.562930	1.094627	-0.417636	-0.037746	-0.752067	-0.799812	-0.442125	-1.159385	-0.022607	-0.036173	-1.752410	-0.756813	0.025079	0.841888	0.066094
MEND157_1	MEND157	PRAD	8	Visium	-0.561485	0.073588	-0.108900	-0.861645	-0.700146	0.006176	0.066659	-0.417090	2.246927	-0.252316	0.758202	-0.480410	-0.877540	1.116510	0.848964	-1.838795	-0.180079	-1.913022	-0.069858	0.025079	-1.811987	-3.397095
MEND157_2	MEND157	PRAD	13	Visium	-0.957275	-0.486560	-0.873157	-0.861645	-0.700146	-0.536310	-0.489901	-0.768202	-0.811247	-0.598745	-1.156575	-1.217530	-0.396431	0.695249	1.044381	-0.022607	-0.036173	0.002037	-0.069858	0.025079	0.032298	0.066094
MEND157_3	MEND157	PRAD	21	Visium	-0.590615	-0.486560	-0.259568	-0.392275	-0.431223	-0.402744	-0.194101	-0.530299	0.998869	-0.467212	-0.106884	-0.842413	0.202281	-1.047758	-1.141711	-1.002364	-0.036173	-0.036099	-0.095147	-0.040533	-0.311919	0.009021
MEND157_4	MEND157	PRAD	8	Visium	-0.706519	-0.486560	-0.359500	-0.504944	-0.700146	-0.266594	0.199113	-0.239630	0.003352	-0.347912	-0.381711	-0.149282	-1.117422	2.934178	1.348427	1.400769	-0.036173	0.733240	-1.856314	0.025079	0.784986	-0.956291
MEND158_0	MEND158	PRAD	8	Visium	-0.957275	-0.486560	-0.873157	-0.861645	-0.700146	-0.536310	-0.489901	-0.768202	-1.224346	-0.598745	-1.175566	-1.200005	-0.843632	1.741824	1.360461	-0.022607	-0.036173	0.002037	-0.069858	0.025079	0.032298	0.066094
MEND158_1	MEND158	PRAD	8	Visium	-0.957275	-0.486560	-0.591158	-0.314488	-0.342650	-0.536310	-0.489901	-0.428482	0.424757	-0.333942	0.622829	-0.794500	-0.965132	-1.047758	-2.593010	-0.022607	-0.036173	1.191911	0.881383	0.959344	0.032298	0.066094
MEND159_0	MEND159	PRAD	22	Visium	-0.957275	-0.486560	-0.873157	-0.506103	-0.700146	-0.536310	-0.489901	-0.601876	-1.214994	-0.598745	-0.371567	-1.047821	0.058110	-1.181090	-0.118801	-0.022607	-0.036173	0.002037	-0.162401	0.025079	0.032298	0.066094
MEND159_1	MEND159	PRAD	15	Visium	-0.957275	-0.486560	-0.873157	-0.861645	-0.700146	-0.536310	-0.489901	-0.637570	-1.003310	-0.598745	-0.574256	-0.743414	-0.393500	0.776574	1.574571	-0.022607	-0.036173	0.002037	-0.069858	0.025079	0.032298	0.066094
MEND159_10	MEND159	PRAD	34	Visium	-0.770558	-0.486560	-0.873157	-0.377407	-0.700146	-0.536310	-0.489901	-0.646379	-1.069846	-0.598745	-0.326877	-1.027412	1.622895	-0.204172	0.220735	1.093551	-0.036173	0.002037	0.818038	0.025079	0.032298	0.066094
MEND159_11	MEND159	PRAD	100	Visium	-0.936668	-0.486560	-0.873157	-0.659528	-0.700146	-0.520894	-0.489901	-0.646379	-1.069846	-0.598745	-0.326877	-1.027412	1.801610	-0.204172	0.220735	-0.011085	-0.036173	0.002037	0.037318	0.025079	0.238602	0.066094
MEND159_12	MEND159	PRAD	75	Visium	-0.780226	-0.486560	-0.852435	-0.151231	-0.668968	-0.536310	-0.489901	-0.646379	-1.069846	-0.598745	-0.326877	-1.027412	1.479440	-0.204172	0.220735	-0.134314	-0.036173	0.101795	-0.949112	-0.027415	0.032298	0.066094
MEND159_13	MEND159	PRAD	40	Visium	-0.600958	-0.486560	-0.759285	-0.031670	-0.638018	-0.469619	-0.412685	-0.646379	-1.069846	-0.598745	-0.326877	-1.027412	0.965088	-0.204172	0.220735	-0.347204	-0.036173	0.046159	0.814296	0.725243	0.138174	0.183738
MEND159_14	MEND159	PRAD	78	Visium	-0.882779	-0.486560	-0.839331	-0.723140	-0.580381	-0.536310	-0.489901	-0.646379	-1.069846	-0.598745	-0.326877	-1.027412	1.487686	-0.204172	0.220735	-0.018072	-0.036173	0.123567	-0.351884	-0.217070	0.032298	0.066094
MEND159_15	MEND159	PRAD	68	Visium	-0.801689	-0.486560	-0.864083	-0.732235	-0.700146	-0.536310	-0.489901	-0.646379	-1.069846	-0.598745	-0.326877	-1.027412	1.423227	-0.204172	0.220735	-0.385984	-0.036173	0.189726	-0.061911	0.025079	0.032298	0.066094
MEND159_16	MEND159	PRAD	74	Visium	-0.670875	-0.486560	-0.663964	-0.102784	-0.443667	-0.193956	-0.443571	-0.646379	-1.069846	-0.598745	-0.326877	-1.027412	1.520750	-0.204172	0.220735	-0.314988	-0.036173	-0.253284	-0.032603	0.163525	-0.089681	0.228613
MEND159_17	MEND159	PRAD	22	Visium	-0.842723	-0.486560	-0.873157	-0.642037	-0.700146	-0.536310	-0.489901	-0.646379	-1.069846	-0.598745	-0.326877	-1.027412	0.348176	-0.204172	0.220735	-0.596966	-0.036173	0.002037	-0.593704	0.025079	0.032298	0.066094
MEND159_18	MEND159	PRAD	36	Visium	-0.957275	-0.486560	-0.856831	-0.589971	-0.700146	-0.536310	-0.438829	-0.646379	-1.069846	-0.598745	-0.326877	-1.027412	0.962673	-0.204172	0.220735	-0.022607	-0.036173	0.161981	0.721882	0.025079	0.032298	0.511266
MEND159_19	MEND159	PRAD	29	Visium	-0.807669	-0.486560	-0.860093	-0.669136	-0.700146	-0.536310	-0.489901	-0.646379	-1.069846	-0.598745	-0.326877	-1.027412	0.608873	-0.204172	0.220735	-0.279431	-0.036173	0.111942	-0.251563	0.025079	0.032298	0.066094
MEND159_2	MEND159	PRAD	72	Visium	-0.871268	-0.363180	-0.873157	-0.745241	-0.651176	-0.499098	-0.489901	-0.696774	-1.058484	-0.545178	-0.540201	-1.074971	1.438401	-1.273400	0.028695	-0.084441	0.227072	0.002037	0.045981	-0.140897	-0.066074	0.066094
MEND159_20	MEND159	PRAD	26	Visium	-0.759991	-0.486560	-0.873157	-0.426211	-0.583345	-0.536310	-0.489901	-0.682303	-1.163839	-0.598745	-0.446220	-1.134124	0.341182	-1.183827	-0.738655	0.306907	-0.036173	0.002037	0.639498	-0.285286	0.032298	0.066094
MEND159_3	MEND159	PRAD	40	Visium	-0.834650	-0.486560	-0.832853	-0.240300	-0.599972	-0.443099	-0.443510	-0.583395	-1.018272	-0.598745	-0.106040	-0.831123	0.887413	-1.024411	-0.147510	-0.113633	-0.036173	0.200465	-0.257732	-0.048429	0.010397	-0.083942
MEND159_4	MEND159	PRAD	152	Visium	-0.858250	-0.455526	-0.814102	-0.538131	-0.648664	-0.496940	-0.489901	-0.646379	-1.069846	-0.598745	-0.326877	-1.027412	2.273264	-0.204172	0.220735	0.083732	-0.045557	-0.197678	0.149096	0.161075	-0.093369	0.066094
MEND159_5	MEND159	PRAD	108	Visium	-0.904990	-0.486560	-0.859043	-0.473180	-0.623079	-0.498428	-0.473638	-0.646379	-1.069846	-0.598745	-0.326877	-1.027412	2.013560	-0.204172	0.220735	0.149585	-0.036173	0.161858	0.514884	-0.048941	0.058256	0.072415
MEND159_6	MEND159	PRAD	70	Visium	-0.857643	-0.486560	-0.846689	-0.164671	-0.700146	-0.516245	-0.489901	-0.646379	-1.069846	-0.598745	-0.326877	-1.027412	1.973680	-0.204172	0.220735	0.186084	-0.036173	0.091492	0.300128	0.025079	0.159999	0.066094
MEND159_7	MEND159	PRAD	87	Visium	-0.804564	-0.486560	-0.828784	-0.420724	-0.676472	-0.474382	-0.474820	-0.646379	-1.069846	-0.598745	-0.326877	-1.027412	1.641624	-0.204172	0.220735	-0.203729	-0.036173	-0.154710	-0.285997	0.148789	0.002969	-0.013934
MEND159_8	MEND159	PRAD	65	Visium	-0.791598	-0.486560	-0.839659	-0.192686	-0.591071	-0.536310	-0.489901	-0.646379	-1.069846	-0.598745	-0.326877	-1.027412	1.388210	-0.204172	0.220735	0.075410	-0.036173	0.178764	0.424410	-0.046709	0.032298	0.066094
MEND159_9	MEND159	PRAD	40	Visium	-0.914387	-0.486560	-0.862734	0.202021	-0.559942	-0.536310	-0.489901	-0.646379	-1.069846	-0.598745	-0.326877	-1.027412	1.366752	-0.204172	0.220735	0.180587	-0.036173	-0.204507	0.690855	-0.402346	0.032298	0.066094
MEND160_0	MEND160	PRAD	1	Visium	-0.957275	-0.486560	-0.873157	-0.861645	-0.700146	-0.536310	-0.489901	-0.768202	-0.712329	-0.598745	-0.069985	-1.045033	-0.414463	0.324757	1.103722	-0.022607	-0.036173	0.002037	-0.069858	0.025079	0.032298	0.066094
MEND160_1	MEND160	PRAD	17	Visium	-0.957275	-0.486560	-0.808345	-0.861645	-0.700146	-0.536310	-0.489901	-0.768202	-1.127479	-0.598745	-1.220450	-1.200957	-0.113692	0.644604	0.671665	-0.022607	-0.036173	-0.144963	-0.069858	0.025079	0.032298	0.066094
MEND160_2	MEND160	PRAD	8	Visium	-0.687659	-0.486560	-0.500488	-0.518975	-0.700146	-0.232117	-0.489901	-0.676977	-0.279877	-0.474988	-0.000010	-0.632988	-0.500112	-0.092887	0.447709	-1.512755	-0.036173	1.797578	1.077119	0.025079	1.205232	0.066094
MEND160_3	MEND160	PRAD	17	Visium	-0.583343	-0.486560	-0.154516	-0.538106	-0.549213	-0.536310	-0.405137	-0.679606	-0.825472	-0.495131	-0.133006	-0.808673	-0.059750	-0.239681	0.270118	-0.675580	-0.036173	0.724955	0.173499	-0.204944	0.032298	-0.122993
MEND160_4	MEND160	PRAD	8	Visium	-0.468921	-0.486560	-0.426948	0.112728	-0.249867	-0.224303	-0.236342	-0.637297	-1.051892	-0.598745	-0.301452	-0.868254	-1.107104	0.850058	-0.466844	-0.538757	-0.036173	-0.016163	-2.229637	-0.094282	-2.310319	-0.033568
MEND160_5	MEND160	PRAD	11	Visium	-0.957275	-0.486560	-0.822104	-0.861645	-0.700146	-0.536310	-0.489901	-0.626314	-1.037074	-0.598745	-0.266810	-1.038734	-0.674257	-0.033275	-0.251207	-0.022607	-0.036173	0.173787	-0.069858	0.025079	0.032298	0.066094
MEND160_6	MEND160	PRAD	7	Visium	-0.704274	-0.486560	-0.742004	-0.438435	-0.700146	-0.536310	-0.489901	-0.768202	-0.785349	-0.598745	-0.062617	-1.093711	-1.090965	0.465582	0.419642	-0.923161	-0.036173	0.457008	-0.976674	0.025079	0.032298	0.066094
MEND160_7	MEND160	PRAD	15	Visium	-0.420969	-0.486560	-0.619366	0.043231	-0.700146	-0.399457	-0.373900	-0.516772	-0.338727	-0.480544	-0.179051	-0.287958	-0.435441	-0.946877	-0.900864	-0.523975	-0.036173	-1.236506	-0.033462	0.025079	-0.458146	-0.718315
MEND160_8	MEND160	PRAD	79	Visium	-0.800772	-0.486560	-0.325901	-0.352124	-0.535572	-0.356582	-0.424401	-0.557477	-0.790979	-0.552773	-0.213021	-0.589268	1.548752	-1.219163	-1.452218	-0.135245	-0.036173	-0.417397	-0.121670	-0.177202	-0.245555	-0.100722
MEND161_0	MEND161	PRAD	6	Visium	0.145180	-0.486560	-0.091972	0.664649	-0.387677	-0.314911	0.166421	0.063935	1.907114	-0.092149	0.717698	-0.326382	-1.176560	1.628595	1.484323	0.891357	-0.036173	3.237693	0.039332	0.141896	0.172712	0.410193
MEND161_1	MEND161	PRAD	6	Visium	-0.495641	0.421457	-0.080363	0.621000	-0.375784	0.037121	0.667856	-0.015101	1.501642	0.179689	0.418548	-0.251208	-0.386123	0.032171	0.129072	0.798702	-2.409675	-2.102665	2.333243	1.696150	-2.421936	-4.173002
MEND37_0	MEND37	SKCM	8	Visium	-0.401515	-0.486560	-0.277497	-0.508598	0.187219	0.387206	-0.489901	0.375412	-0.585803	-0.458847	-1.179817	0.267863	-1.028410	0.557632	0.388273	1.455357	-0.036173	0.864683	-1.900472	-1.784608	0.175347	0.066094
MEND39_0	MEND39	SKCM	6	Visium	1.127012	0.532425	0.028719	-0.064608	-0.120851	0.909789	-0.489901	0.335433	0.162543	-0.192755	-1.134988	0.553689	-1.079275	1.071290	0.403674	-0.658681	3.283010	-0.352514	0.192598	-2.302270	2.774869	0.066094
MEND61_1	MEND61	PRAD	5	Visium	-0.338361	-0.486560	-0.592127	0.349712	-0.700146	-0.536310	0.057888	-0.390497	-0.146378	-0.482188	0.515299	-0.649516	-1.311236	2.776844	1.841260	1.175530	-0.036173	-0.324447	-1.113341	0.025079	0.032298	-0.593029
MEND61_2	MEND61	PRAD	6	Visium	0.178681	-0.486560	-0.806524	0.488918	-0.700146	-0.536310	-0.258062	-0.679096	-0.164142	-0.598745	0.587815	-1.034744	-1.331291	2.184896	1.131064	2.341617	-0.036173	-0.232155	-1.171229	0.025079	0.032298	-1.660822
MEND61_3	MEND61	PRAD	19	Visium	-0.644033	-0.197236	-0.563182	0.140436	-0.404768	-0.443136	-0.396404	-0.448197	-0.014541	-0.598745	0.400965	-0.799655	1.136927	-1.102850	-0.908767	-0.055795	0.397871	1.742430	-0.161936	1.307992	-1.242667	0.483383
MEND63_0	MEND63	GBM	6	Visium	3.329518	3.423120	-0.822318	-0.861645	0.986652	-0.536310	-0.489901	0.121249	0.213154	-0.534538	-0.944262	-0.409972	-1.100839	-0.687026	-1.503581	0.332732	-1.036669	0.322126	-0.069858	-0.418651	0.032298	0.066094
MISC19_4	MISC19	LUAD	6	Visium	-0.957275	-0.486560	0.524423	-0.319276	-0.700146	-0.009838	-0.489901	-0.768202	-1.138080	0.204045	-1.017015	0.143184	-1.218989	-0.501378	-0.422112	-0.022607	-0.036173	-0.874101	1.736307	0.025079	-2.962327	0.066094
MISC26_2	MISC26	LUSC	20	Visium	-0.634867	-0.486560	1.568162	1.191524	-0.379087	0.100973	-0.288971	0.003924	-0.980917	-0.418372	-0.513163	1.381237	0.193263	-1.269152	-1.311786	-0.099277	-0.036173	0.300975	1.345548	0.506673	1.490776	0.327602
MISC26_3	MISC26	LUSC	9	Visium	0.855023	-0.486560	2.223311	2.198259	-0.395119	-0.144722	-0.038310	0.043877	-0.452740	-0.354512	0.428835	2.003931	-0.673645	-0.578739	-0.345681	-0.441245	-0.036173	-1.499272	-0.938023	-0.039917	-0.507004	0.433197
MISC29_0	MISC29	LUSC	4	Visium	0.064177	-0.486560	0.481022	0.595069	-0.700146	-0.536310	-0.489901	-0.768202	-0.676817	-0.598745	0.005149	-0.153252	-0.724596	0.870246	0.910041	2.649400	-0.036173	-0.008082	3.327672	0.025079	0.032298	0.066094
MISC29_1	MISC29	LUSC	14	Visium	-0.957275	-0.486560	0.328831	-0.861645	-0.700146	-0.536310	-0.489901	-0.695908	-0.994901	-0.598745	-0.495386	-0.036739	0.017235	0.136198	0.251264	-0.022607	-0.036173	0.221305	-0.069858	0.025079	0.032298	0.066094
MISC29_2	MISC29	LUSC	1	Visium	-0.957275	-0.486560	-0.114741	-0.861645	-0.700146	-0.536310	-0.489901	-0.768202	-0.867117	-0.598745	-0.194951	-0.009138	-0.146714	-0.209559	-0.678992	-0.022607	-0.036173	0.002037	-0.069858	0.025079	0.032298	0.066094
MISC29_3	MISC29	LUSC	115	Visium	-0.379013	-0.421571	1.393884	-0.213183	-0.636142	-0.514297	-0.473717	-0.646204	-0.428726	-0.554024	0.011376	0.001536	1.955582	-0.204172	0.220735	-0.166886	-0.046425	-1.751933	-0.191795	-0.086253	0.183304	0.130860
MISC29_4	MISC29	LUSC	30	Visium	-0.283863	-0.486560	0.953386	-0.319896	-0.700146	-0.536310	-0.422339	-0.646204	-0.428726	-0.554024	0.011376	0.001536	0.596239	-0.204172	0.220735	-0.927584	-0.036173	0.003919	-0.897094	0.025079	0.032298	-0.299055
MISC29_5	MISC29	LUSC	14	Visium	-0.818384	-0.486560	0.318901	0.002279	-0.700146	-0.536310	-0.489901	-0.651749	-0.078798	-0.598745	0.367230	-0.031586	-0.410715	1.142347	0.620642	-0.878703	-0.036173	0.340595	0.117368	0.025079	0.032298	0.066094
MISC29_7	MISC29	LUSC	6	Visium	-0.206288	-0.486560	0.661599	0.466082	-0.262466	-0.226192	-0.489901	-0.634504	-0.621867	-0.442439	-0.871208	-0.194017	-1.273837	1.451505	1.712117	0.190864	-0.036173	3.055226	0.795795	1.456948	1.753399	0.066094
