instance_id	sample_id	oncotree_code	st_technology	cluster	log_area_um2	circularity	convexity	elongation	he_mean_A	he_var_A	he_mean_B	he_var_B	he_ratio_BA
MEND160_4	MEND160	PRAD	Visium	2	10.924373	0.214213	0.543681	1.174863387978142	0.06668470650450058	0.0015634021078492436	0.07968849756887474	0.0018338620570521398	1.1950040983309498
MEND160_5	MEND160	PRAD	Visium	2	11.331416	0.142894	0.566545	2.068427214778195	0.08699232203146347	0.0016337463259631806	0.08323890741336563	0.001845732578741642	0.9568534954528481
MEND160_6	MEND160	PRAD	Visium	2	10.93955	0.183171	0.637675	3.6819700827478066	0.09437336780757387	0.0021343153683454105	0.08800745950999628	0.0023387136082720053	0.9325455004365469
MEND160_7	MEND160	PRAD	Visium	2	11.555995	0.069131	0.497662	2.3231406901616887	0.07540135344176804	0.0022690530136948443	0.07645555984852172	0.002325240254997866	1.0139812663650372
MEND160_8	MEND160	PRAD	Visium	2	13.421902	0.047147	0.439202	2.4730120179228448	0.07845715911409773	0.002114801918256717	0.08126922607900217	0.0021366977535588923	1.0358420696932824
MEND161_0	MEND161	PRAD	Visium	3	10.859057	0.277071	0.750563	2.0374276261368487	0.07668973070647325	0.0023426538835706785	0.07613411798841946	0.002154376389245102	0.9927550571251791
MEND161_1	MEND161	PRAD	Visium	3	11.602373	0.148178	0.606866	1.9958759392124734	0.07755771134354889	0.0024847912522536256	0.07308183622670505	0.002274348089320844	0.9422897473467527
MEND37_0	MEND37	SKCM	Visium	2	10.998376	0.190603	0.634349	1.8705304185731257	0.07075098275554734	0.0006227182440819054	0.06901102557620602	0.0006422435914068528	0.9754073072687475
MEND39_0	MEND39	SKCM	Visium	2	10.950543	0.232075	0.635982	1.631191158411791	0.07759388535796162	0.0012383589131601143	0.06835641653831588	0.0009887624704129345	0.8809510726646721
MEND61_1	MEND61	PRAD	Visium	3	10.73241	0.369779	0.788409	2.2471910112359565	0.044557903886859665	0.0010711614833789713	0.04056750619668948	0.0009729930748945527	0.9104446721663007
MEND61_2	MEND61	PRAD	Visium	3	10.713551	0.321986	0.713107	1.915343915337037	0.05764671811824009	0.0015492505572298415	0.06296670571366049	0.0015626048465153758	1.092286044532639
MEND61_3	MEND61	PRAD	Visium	3	13.034627	0.056538	0.496824	1.534895822491849	0.07313477868798085	0.0035956921420314367	0.053738909703870776	0.001414319288344803	0.7347928122287783
MEND63_0	MEND63	GBM	Visium	2	10.930264	0.090111	0.433756	3.023284016494011	0.08816202098777762	0.0008408418090831558	0.0859647084052531	0.000842406232875793	0.9750764268116183
MISC19_4	MISC19	LUAD	Visium	2	10.819158	0.1051	0.548424	1.2181463414562073	0.02461526367060013	0.0002513681242397911	0.02261792527656777	0.00030791819897399355	0.9188577290594725
MISC26_2	MISC26	LUSC	Visium	1	12.147219	0.043111	0.454092	1.138107043896747	0.025349544611822396	0.0004976771653227357	0.03559680346440928	0.0007978259431132592	1.4042383801959035
MISC26_3	MISC26	LUSC	Visium	1	11.331991	0.098854	0.556528	2.804073934364388	0.0558542495736759	0.0008624468826680332	0.05231240502762487	0.0007830202481370113	0.9365877337340451
MISC29_0	MISC29	LUSC	Visium	2	11.284078	0.215843	0.689672	1.1879496402941896	0.03725071641218309	0.001040795580295815	0.029825137910899725	0.0010028127533058184	0.8006594445293734
MISC29_1	MISC29	LUSC	Visium	2	11.981685	0.156577	0.619822	2.9689536220761226	0.04636519870387416	0.0013783874853448858	0.057287965521554324	0.0015195908459949867	1.2355811497205444
MISC29_2	MISC29	LUSC	Visium	2	11.82751	0.128661	0.521187	3.597315436234086			0.04404113069657361	0.0014189669815798409	
MISC29_3	MISC29	LUSC	Visium	2	13.804479			2.3007391372459653	0.08349390832988171	0.001963871194017592	0.07311511735626235	0.0015444588588942047	0.8756940334783095
MISC29_4	MISC29	LUSC	Visium	2	12.526172			2.3007391372459653	0.08153558883875568	0.0019819527681458	0.07311511735626235	0.0015444588588942047	0.8967264282699225
MISC29_5	MISC29	LUSC	Visium	3	11.579247	0.237812	0.658987	2.1843790012803046	0.01893664064359193	0.0002318557561260646	0.07106863602066152	0.001552015438009407	3.752969566157491
MISC29_7	MISC29	LUSC	Visium	2	10.767579	0.262773	0.774716	2.239130434782599	0.02069980088970393	0.0002598038295384034	0.025250202625967274	0.0006019873853906863	1.2198282853303537
MISC32_0	MISC32	LUSC	Visium	2	11.994469	0.162462	0.626533	1.7087378640776698	0.047443045671958076	0.000668938396334674	0.04664192719625975	0.0007966285972362473	0.9831141010373237
NCBI571_0	NCBI571	PAAD	Visium	1	12.790768	0.043201	0.377955	2.5109517348323305	0.03782594910898674	0.0012375065408181704	0.030321404549757493	0.0008595581278962845	0.8016032714048592
NCBI571_1	NCBI571	PAAD	Visium	1	11.668638	0.137171	0.58333	2.794961081523965	0.018106743318245015	0.0004039066490535962	0.023419261428469364	0.0005208001234687389	1.2933999790493116
NCBI571_2	NCBI571	PAAD	Visium	0	12.279365	0.139825	0.608964	2.9686252139189966	0.02984639653306393	0.0006639742713496211	0.0563438156069453	0.001721576243059123	1.8877929047323165
NCBI572_0	NCBI572	PAAD	Visium	1	10.923652	0.167946	0.57846	1.4862068965517217	0.023324043710490894	0.00037717718264526455	0.023385326731198808	0.0003994329454120583	1.0026274612356496
NCBI572_1	NCBI572	PAAD	Visium	1	11.849176	0.071472	0.54967	5.757445896721662	0.02291126529682537	0.0003260755941505016	0.02385305697620626	0.00045065223113932774	1.0411060527290645
NCBI572_2	NCBI572	PAAD	Visium	1	12.630821	0.123747	0.706759	1.8511717655846391	0.030979029332828412	0.0006222531790262578	0.034590571172784	0.0007679586621217046	1.1165802130581428
NCBI572_3	NCBI572	PAAD	Visium	1	11.453526	0.172119	0.652323	1.7600964436404392	0.03962182364542731	0.0006228878085941019	0.03377721349704705	0.0006079610148090709	0.8524901276457331
NCBI572_4	NCBI572	PAAD	Visium	1	11.778615	0.233626	0.733159	1.7821256839661754	0.03852033322299133	0.000741368407844801	0.03635937343203753	0.0007221311329987914	0.9439008022478891
NCBI628_0	NCBI628	EPM	Visium	2	12.389797	0.060789	0.53969	1.3287830006414298	0.0277982586518162	0.0005777822768903755	0.05307797949366837	0.0017426682647138367	1.909399439673194
NCBI628_2	NCBI628	EPM	Visium	2	13.411401	0.02481	0.457611	1.30306270262813	0.042003112679522746	0.0015478700787304538	0.04823601831050575	0.001797276661698504	1.14839151751774
NCBI628_4	NCBI628	EPM	Visium	2	11.357312	0.13203	0.596299	2.329302472051648	0.019591605608903138	0.00018242102862900004	0.03676504914166437	0.0011714483208231639	1.876571521272202
NCBI629_0	NCBI629	EPM	Visium	2	10.72051	0.367431	0.789626	1.3472290338401167	0.058657119410037435	0.000971824196835782	0.05570345767094663	0.0009469118320054491	0.9496452984940584
NCBI629_1	NCBI629	EPM	Visium	2	12.305445	0.082558	0.506736	1.0298688227207236	0.05504143552852939	0.0008751818462522237	0.05314480501835933	0.0008388906826944211	0.9655417688154775
NCBI629_10	NCBI629	EPM	Visium	2	13.272604			1.2682957106287585	0.06876439916720159	0.001234110093961919	0.060829976288854774	0.0010715965190659631	0.8846143793236068
NCBI629_11	NCBI629	EPM	Visium	2	11.210915			1.2682957106287585	0.06623717307906833	0.001196216684163006	0.060829976288854774	0.0010715965190659631	0.9183661297900062
NCBI629_2	NCBI629	EPM	Visium	2	12.10307	0.119693	0.586791	1.4572386058930737	0.06281497217167373	0.0009720303586722019	0.05765162938474467	0.0009157093742661621	0.9178007629643199
NCBI629_3	NCBI629	EPM	Visium	2	11.046292	0.140182	0.563929	1.1621442125222916	0.06269966977191349	0.0011954722297663105	0.05727757965510562	0.0010674304483643284	0.9135228281658875
NCBI629_4	NCBI629	EPM	Visium	2	11.435169	0.116131	0.577393	1.0475558504752698	0.05334829632757699	0.0009091271717118003	0.058319041581303833	0.001328313838430948	1.0931753325955293
NCBI629_6	NCBI629	EPM	Visium	2	11.231424	0.218161	0.672165	1.4422713784722574	0.06654056257211978	0.0014292302943724126	0.06628263953681382	0.001255687489951094	0.9961238224424928
NCBI629_7	NCBI629	EPM	Visium	2	13.85167			1.2682957106287585	0.058499586509153496	0.001008606405923276	0.060829976288854774	0.0010715965190659631	1.0398360042995627
NCBI629_8	NCBI629	EPM	Visium	2	13.20642			1.2682957106287585	0.06129134735342972	0.0011498887221938407	0.060829976288854774	0.0010715965190659631	0.9924724927008947
NCBI629_9	NCBI629	EPM	Visium	2	13.310145			1.2682957106287585	0.05984791635990523	0.0010840404958385903	0.060829976288854774	0.0010715965190659631	1.0164092584785034
NCBI631_0	NCBI631	EPM	Visium	2	10.853503	0.072182	0.375818	2.9902641002682797			0.06294464954631813	0.0018293595194777182	
NCBI633_0	NCBI633	EPM	Visium	2	11.777173	0.060939	0.454904	3.4616678018044733	0.0722215410125053	0.0009747082199236608	0.06921243184586151	0.0011963006634280792	0.9583350185490676
NCBI633_1	NCBI633	EPM	Visium	2	11.926881	0.031339	0.29377	4.079766354164499	0.059539832339697285	0.0006023700527300237	0.060504488423090155	0.0006875108985519413	1.0162018609304968
NCBI633_2	NCBI633	EPM	Visium	2	10.963653	0.084097	0.446182	1.7450218552662353	0.06371581092242815	0.0006589470513148691	0.0627429322367752	0.0007371180517744434	0.9847309691021998
NCBI633_3	NCBI633	EPM	Visium	2	11.556885	0.068895	0.476895	2.170763395742245	0.05803198368790493	0.001515729185543669	0.07476491610591435	0.002290419091571804	1.2883398318416766
NCBI633_4	NCBI633	EPM	Visium	2	11.86122	0.136303	0.567529	1.032337875040293	0.06565903672303218	0.0017060164280163078	0.06897207690256683	0.0019449560422504315	1.0504582513677434
NCBI633_6	NCBI633	EPM	Visium	2	10.834884	0.224045	0.696487	3.493147796751482	0.06194171316487815	0.0007497730226541357	0.058487101548151274	0.0006443351333513931	0.944228025990639
NCBI637_2	NCBI637	EPM	Visium	2	11.679736	0.168823	0.67636	3.7141109922146907	0.15357759517826536	0.03543440486363631	0.15794662671486465	0.036022272986013286	1.0284483653460514
NCBI637_3	NCBI637	EPM	Visium	2	10.661697	0.151323	0.532482	1.732691149909109	0.24363169897852205	0.17782890833495946	0.11978884837597573	0.02229604011768588	0.4916800600177073
NCBI637_4	NCBI637	EPM	Visium	2	11.56182	0.133487	0.592821	1.2557647769610305	0.14533149394674974	0.0235407416380286	0.13820490795410156	0.014725796615714704	0.9509632372233138
NCBI637_6	NCBI637	EPM	Visium	2	10.665998	0.214315	0.561681	1.5784499054820438	0.16159182912658698	0.026312055909994286	0.13976404397392275	0.017144273141553434	0.8649202421270639
NCBI637_7	NCBI637	EPM	Visium	2	12.003522	0.080033	0.391464	2.2122869560966034	0.1530239173114767	0.03209538131107382	0.15774551150080182	0.03973829273203975	1.0308552693740969
NCBI637_8	NCBI637	EPM	Visium	2	11.585218	0.143441	0.522251	1.7390937473630925	0.18045213504492907	0.07484395749214144	0.1859641123723959	0.06455008409858808	1.0305453705277272
NCBI637_9	NCBI637	EPM	Visium	2	11.016414	0.204629	0.706013	1.9329758713122114	0.21177319173971929	0.09075560926547914	0.24001955856269833	0.10760796187732224	1.1333802762801788
NCBI638_1	NCBI638	EPM	Visium	2	10.821237	0.150103	0.605729	1.647865160681042	0.05186737581045248	0.00046644809188624715	0.053304620355423195	0.0005707103730170484	1.0277099915411774
NCBI638_2	NCBI638	EPM	Visium	2	12.639775	0.094534	0.584086	1.4735011417343749	0.05439516866980005	0.0006371665969841839	0.04890557553353104	0.0004985048502527839	0.89907939858422
NCBI638_3	NCBI638	EPM	Visium	2	13.163762	0.051413	0.42946	2.984053695901696	0.04871298108193629	0.0004307254972071827	0.04896453741075052	0.0004629490981812527	1.0051640512082622
NCBI641_0	NCBI641	EPM	Visium	2	11.690042	0.096978	0.557686	1.9015212169738693	0.10138690558716358	0.0005398307607719879	0.09750265991162703	0.0005878696879460637	0.9616888822768418
NCBI855_0	NCBI855	BLCA	Visium	1	12.556255	0.561197	0.935597	1.18406389040942	0.027105760987874303	0.0005585645384855771	0.024598684879589723	0.00048630353427197003	0.9075076287507252
NCBI855_1	NCBI855	BLCA	Visium	1	11.320602	0.188378	0.653401	1.617107842314035	0.018274460823687343	0.00034442767826563903	0.01856479533540712	0.0003565471049871658	1.0158874461206235
NCBI855_3	NCBI855	BLCA	Visium	1	12.716058	0.236813	0.777846	2.9509865326887064	0.023425706742431357	0.0005408956593740695	0.017366683308077148	0.00036070639154506007	0.7413515203202214
SPA0_0	SPA0	IDC	Spatial Transcriptomics	0	10.651289	0.35469	0.832073	1.4342105263160367	0.02368899302739407	0.0005122460399872459	0.03587762892448155	0.0014854671225942894	1.51452739603547
SPA100_0	SPA100	IDC	Spatial Transcriptomics	0	12.96397	0.241252	0.798042	1.8214886701551396	0.10215308669427677	0.005735970904439501	0.09589051812619687	0.003919385397174027	0.9386942796273745
SPA100_1	SPA100	IDC	Spatial Transcriptomics	5	11.271045	0.096994	0.496893	1.0048364153627316	0.08948933864236266	0.003563969333743235	0.09092165950829527	0.0035246808185764988	1.0160054916894263
SPA100_10	SPA100	IDC	Spatial Transcriptomics	5	12.255225	0.038517	0.466181	2.1780109965331143	0.08641263313451732	0.0032844767715485505	0.09186635753042871	0.003467541012926441	1.0631125820158918
SPA100_11	SPA100	IDC	Spatial Transcriptomics	5	10.698446	0.1089	0.504603	2.0453508271374368	0.10132204889648959	0.0034293408636924174	0.09284235792649745	0.003665424822032326	0.9163095193756398
SPA100_12	SPA100	IDC	Spatial Transcriptomics	5	12.343985	0.05052	0.458279	1.0590001314847566	0.07825063043129624	0.0034871852667727283	0.0848116491137112	0.003595508562520708	1.0838462086024407
SPA100_13	SPA100	IDC	Spatial Transcriptomics	5	12.070934	0.119602	0.660639	1.096521818234414	0.10054446344719038	0.0035324350499545895	0.09019515480062928	0.004056700186203902	0.8970673442203316
SPA100_14	SPA100	IDC	Spatial Transcriptomics	5	12.542847	0.058126	0.553697	1.4346528338794098	0.08944578341208397	0.003541658860029501	0.09550275532782591	0.0037216449238260656	1.0677166847299775
SPA100_15	SPA100	IDC	Spatial Transcriptomics	4	11.018613	0.120696	0.580314	1.1160670280926568	0.07864011758857392	0.00450496168771464	0.08886000039557022	0.004455483784562174	1.1299576236707103
SPA100_16	SPA100	IDC	Spatial Transcriptomics	5	12.974487	0.02796	0.45099	2.102464349084136	0.09443909355428487	0.004193017312610836	0.08888067835055183	0.004043136323029047	0.9411428573217088
SPA100_2	SPA100	IDC	Spatial Transcriptomics	5	11.959539	0.069198	0.530147	2.5767138193688783	0.09653765286432867	0.0033616520022533556	0.09369342909760912	0.003487326294362827	0.9705376743443646
SPA100_3	SPA100	IDC	Spatial Transcriptomics	5	11.061343	0.150549	0.635612	1.5508386164834296	0.09932501125458768	0.0031159682895263423	0.0814665061932359	0.003121022824162677	0.8202013285900642
SPA100_4	SPA100	IDC	Spatial Transcriptomics	5	11.430131	0.094191	0.519847	2.1991389778126047	0.0781796651573245	0.002794356913945758	0.08387387856725378	0.0033105412344476776	1.0728349679992946
SPA100_5	SPA100	IDC	Spatial Transcriptomics	5	13.133922			1.2842767080128807	0.08238045495130814	0.0034673165691764133	0.08722004959267007	0.003402652733167905	1.0587468792715753
SPA100_6	SPA100	IDC	Spatial Transcriptomics	5	13.873584			1.2842767080128807	0.09288825871538277	0.003135798346825949	0.08722004959267007	0.003402652733167905	0.9389781959409902
SPA100_7	SPA100	IDC	Spatial Transcriptomics	5	12.989172			1.2842767080128807	0.08585674828408131	0.003214165201734249	0.08722004959267007	0.003402652733167905	1.0158787903785722
